account_name,poker,pkrdac
grandeosboss,1262.3637 POKER,1262.3637 PKRDAC
grapefruitxx,7396.0578 POKER,7396.0578 PKRDAC
grasshopper1,10.2719 POKER,10.2719 PKRDAC
grasshopper2,6.0709 POKER,6.0709 PKRDAC
grrwoofnstuf,4.1476 POKER,4.1476 PKRDAC
grumpkinzuul,168.0328 POKER,168.0328 PKRDAC
gs2xhgnrr5jr,33.1951 POKER,33.1951 PKRDAC
gu2damjshage,1.2713 POKER,1.2713 PKRDAC
gu2damrugig3,3.2753 POKER,3.2753 PKRDAC
gu2damrugige,1.2217 POKER,1.2217 PKRDAC
gu2daobshage,34.3844 POKER,34.3844 PKRDAC
gu2dcmrzgige,39.9584 POKER,39.9584 PKRDAC
gu2dknjygqge,83.9194 POKER,83.9194 PKRDAC
gu2dqmrrgqge,2.8482 POKER,2.8482 PKRDAC
gu2dqnrvhage,1.5991 POKER,1.5991 PKRDAC
gu2dqnrxgage,3.7785 POKER,3.7785 PKRDAC
gu2taobqgege,176.9512 POKER,176.9512 PKRDAC
gu2temjvhage,1.9359 POKER,1.9359 PKRDAC
gu2tgmqgenes,46000.0000 POKER,46000.0000 PKRDAC
gu2tgmrqgige,12350.4188 POKER,12350.4188 PKRDAC
gu2tgobxgmge,20.4921 POKER,20.4921 PKRDAC
gu2timbtgqge,593.1711 POKER,593.1711 PKRDAC
gu2timbzgege,1.0140 POKER,1.0140 PKRDAC
gu2tinrqguge,10.1016 POKER,10.1016 PKRDAC
gu2tmmjvhege,11716.4360 POKER,11716.4360 PKRDAC
gu2tqobqgmge,73.3839 POKER,73.3839 PKRDAC
gu3deojxgege,3.2427 POKER,3.2427 PKRDAC
gu3dgnbtgige,1.9935 POKER,1.9935 PKRDAC
gu3dinrshege,608.0322 POKER,608.0322 PKRDAC
gu3dknbxhage,1.1158 POKER,1.1158 PKRDAC
gu3dsnzqgige,1.1011 POKER,1.1011 PKRDAC
gu3tamrxgage,2.3946 POKER,2.3946 PKRDAC
gu3tenjthege,221.2964 POKER,221.2964 PKRDAC
gu3tgmrwgege,502.1422 POKER,502.1422 PKRDAC
gu3tgnqgenes,67.8728 POKER,67.8728 PKRDAC
gu3tmmbqgege,28.8194 POKER,28.8194 PKRDAC
gu3tmmbugmge,501.8965 POKER,501.8965 PKRDAC
gu3tonjsgmge,1.7961 POKER,1.7961 PKRDAC
gu4dcmrsgege,100168.1149 POKER,100168.1149 PKRDAC
gu4dcnbshege,144.5008 POKER,144.5008 PKRDAC
gu4dcnzsg4ge,30.8830 POKER,30.8830 PKRDAC
gu4denzuhage,2.0001 POKER,2.0001 PKRDAC
gu4dgmzsgage,2.0893 POKER,2.0893 PKRDAC
gu4dkmjugege,1696.9752 POKER,1696.9752 PKRDAC
gu4dkmjygige,8.7779 POKER,8.7779 PKRDAC
gu4dmnbvgege,2.8785 POKER,2.8785 PKRDAC
gu4dqojtgige,57.6267 POKER,57.6267 PKRDAC
gu4dsmztg4ge,5.3052 POKER,5.3052 PKRDAC
gu4dsnrsgige,5.6078 POKER,5.6078 PKRDAC
gu4dsobuhage,1274.2290 POKER,1274.2290 PKRDAC
gu4tambzgege,8.2709 POKER,8.2709 PKRDAC
gu4tambzhege,13.9725 POKER,13.9725 PKRDAC
gu4tcnzwhege,2.6758 POKER,2.6758 PKRDAC
gu4temrrgqge,429.5998 POKER,429.5998 PKRDAC
gu4tgmzueosn,20979.0000 POKER,20979.0000 PKRDAC
gu4tinzrgage,1.0790 POKER,1.0790 PKRDAC
gu4tiojtgage,1.4965 POKER,1.4965 PKRDAC
gu4tiojthage,3.3046 POKER,3.3046 PKRDAC
gu4tmmzxgene,846.7178 POKER,846.7178 PKRDAC
gu4tqmrthage,4818.7301 POKER,4818.7301 PKRDAC
gu4tqnjwgege,2.5967 POKER,2.5967 PKRDAC
guanjian3333,5.7545 POKER,5.7545 PKRDAC
guanjianazhj,5.2500 POKER,5.2500 PKRDAC
guobaojie222,2.0000 POKER,2.0000 PKRDAC
guofangcheng,10.4992 POKER,10.4992 PKRDAC
guofangdaxue,1.5195 POKER,1.5195 PKRDAC
guofengchina,3.3382 POKER,3.3382 PKRDAC
guohuiping11,2.0000 POKER,2.0000 PKRDAC
guorenlei111,39.9600 POKER,39.9600 PKRDAC
guoyanbigaoj,15.5479 POKER,15.5479 PKRDAC
guoyunfei321,8.0255 POKER,8.0255 PKRDAC
guydanrshege,21.2768 POKER,21.2768 PKRDAC
guydeobzgmge,5.0480 POKER,5.0480 PKRDAC
guydgmzvgqge,442.6792 POKER,442.6792 PKRDAC
guydknbsgige,1.1054 POKER,1.1054 PKRDAC
guydknrvgege,10074.2695 POKER,10074.2695 PKRDAC
guydonbzgige,1.0000 POKER,1.0000 PKRDAC
guyongqin444,1.8510 POKER,1.8510 PKRDAC
guytgnzxnaka,500000.9682 POKER,500000.9682 PKRDAC
guytknbugige,55.5854 POKER,55.5854 PKRDAC
guytknjtgqge,14.1957 POKER,14.1957 PKRDAC
guytmmjzg4ge,5078.7913 POKER,5078.7913 PKRDAC
guytmmztguge,1.6114 POKER,1.6114 PKRDAC
guytqojthage,117.1521 POKER,117.1521 PKRDAC
guytsobyg4ge,15.5428 POKER,15.5428 PKRDAC
guzdcnbyg4ge,3065.9450 POKER,3065.9450 PKRDAC
guzdcojtgige,2091.2178 POKER,2091.2178 PKRDAC
guzdenjrgege,1.6000 POKER,1.6000 PKRDAC
guzdimzrgige,7.5871 POKER,7.5871 PKRDAC
guzdimzzguge,2.4138 POKER,2.4138 PKRDAC
guzdkmbyguge,35.2843 POKER,35.2843 PKRDAC
guzdkobtgige,2253.1348 POKER,2253.1348 PKRDAC
guzdsobwg4ge,226.3283 POKER,226.3283 PKRDAC
guztanbtgige,49.4647 POKER,49.4647 PKRDAC
guztenzzguge,49.2145 POKER,49.2145 PKRDAC
guzteobugmge,2.5560 POKER,2.5560 PKRDAC
guzteoigenes,20318.0793 POKER,20318.0793 PKRDAC
guztinjxhege,4.6342 POKER,4.6342 PKRDAC
guztoojygyge,5.1729 POKER,5.1729 PKRDAC
guztqmbtgige,5.2423 POKER,5.2423 PKRDAC
guzzonmarco2,20.2942 POKER,20.2942 PKRDAC
gxsgyhd12345,2.5714 POKER,2.5714 PKRDAC
gy2danbzgige,43.1548 POKER,43.1548 PKRDAC
gy2danjrguge,5.0017 POKER,5.0017 PKRDAC
gy2dcmrrgqge,860.2815 POKER,860.2815 PKRDAC
gy2dcnjshege,1.0320 POKER,1.0320 PKRDAC
gy2dcnrtgyge,3.0521 POKER,3.0521 PKRDAC
gy2dcnzygage,5255.1271 POKER,5255.1271 PKRDAC
gy2dembqgmge,2.2500 POKER,2.2500 PKRDAC
gy2denbuhage,1.9366 POKER,1.9366 PKRDAC
gy2dgmzzhage,399.1259 POKER,399.1259 PKRDAC
gy2dinjvgige,1.9285 POKER,1.9285 PKRDAC
gy2dknjugmge,56.9330 POKER,56.9330 PKRDAC
gy2dmmbyguge,6.4835 POKER,6.4835 PKRDAC
gy2dmojwgmge,7.3804 POKER,7.3804 PKRDAC
gy2doojzgege,95307.1593 POKER,95307.1593 PKRDAC
gy2dqmzwhege,2810.4697 POKER,2810.4697 PKRDAC
gy2tembsgege,29.0279 POKER,29.0279 PKRDAC
gy2tinbvhage,8.9619 POKER,8.9619 PKRDAC
gy2tmnrzg4ge,101290.7031 POKER,101290.7031 PKRDAC
gy2tonrxgige,323.4735 POKER,323.4735 PKRDAC
gy2tonzvhage,46682.1278 POKER,46682.1278 PKRDAC
gy2tqnbrgqge,5.5500 POKER,5.5500 PKRDAC
gy2tsmbugage,1.1282 POKER,1.1282 PKRDAC
gy3denrug4ge,2.6544 POKER,2.6544 PKRDAC
gy3dgmrygige,10.7500 POKER,10.7500 PKRDAC
gy3dmnrygage,15.0000 POKER,15.0000 PKRDAC
gy3doobthage,248.7403 POKER,248.7403 PKRDAC
gy3dsmzxhage,22.2500 POKER,22.2500 PKRDAC
gy3tamzugmge,8218.2454 POKER,8218.2454 PKRDAC
gy3taojshage,119.9198 POKER,119.9198 PKRDAC
gy3tcmygenes,104.9512 POKER,104.9512 PKRDAC
gy3temrshege,14.7891 POKER,14.7891 PKRDAC
gy3timrsguge,102.5131 POKER,102.5131 PKRDAC
gy3timzrgqge,11292.8822 POKER,11292.8822 PKRDAC
gy3tkobvg4ge,2.1099 POKER,2.1099 PKRDAC
gy4dambwgage,63361.0740 POKER,63361.0740 PKRDAC
gy4danjxgige,1.0289 POKER,1.0289 PKRDAC
gy4dcmrygyge,1.1572 POKER,1.1572 PKRDAC
gy4dembzhege,3.0000 POKER,3.0000 PKRDAC
gy4deobshage,72.4548 POKER,72.4548 PKRDAC
gy4dgnzyguge,2811.1104 POKER,2811.1104 PKRDAC
gy4dimzvg4ge,856.5452 POKER,856.5452 PKRDAC
gy4dknrzgyge,23.3472 POKER,23.3472 PKRDAC
gy4dmobwhege,15.9635 POKER,15.9635 PKRDAC
gy4domjxgage,1.8476 POKER,1.8476 PKRDAC
gy4donzzhege,6.7200 POKER,6.7200 PKRDAC
gy4tcnjrgmge,25.3693 POKER,25.3693 PKRDAC
gy4tgmzvgyge,25.7995 POKER,25.7995 PKRDAC
gy4tgnbzgmge,56.9275 POKER,56.9275 PKRDAC
gy4timrqgmge,1.9774 POKER,1.9774 PKRDAC
gyetiop3gige,1.7596 POKER,1.7596 PKRDAC
gytg3kvcsewt,1.0000 POKER,1.0000 PKRDAC
gyydemrsgage,34792.5643 POKER,34792.5643 PKRDAC
gyydinigenes,41.8876 POKER,41.8876 PKRDAC
gyytcojrhege,1.2640 POKER,1.2640 PKRDAC
gyytemzugege,10.4740 POKER,10.4740 PKRDAC
gyyteojzgqge,1.3225 POKER,1.3225 PKRDAC
gyyteojzgyge,9.3102 POKER,9.3102 PKRDAC
gyytinbtgege,3.7911 POKER,3.7911 PKRDAC
gyytkmbzg4ge,1.0016 POKER,1.0016 PKRDAC
gyytkmzsg4ge,1505.1458 POKER,1505.1458 PKRDAC
gyytqnjqhage,239.5156 POKER,239.5156 PKRDAC
gyytsmzrhege,100.0000 POKER,100.0000 PKRDAC
gyzdcnzqgqge,572.0704 POKER,572.0704 PKRDAC
gyzdcobqgmge,32.2000 POKER,32.2000 PKRDAC
gyzdembyg4ge,1.5161 POKER,1.5161 PKRDAC
gyzdeobygyge,16.6799 POKER,16.6799 PKRDAC
gyzdkmzvhage,99.9000 POKER,99.9000 PKRDAC
gyzdmobsgqge,270.1407 POKER,270.1407 PKRDAC
gyzdmoigenes,2884.9314 POKER,2884.9314 PKRDAC
gyzdonbthege,3.4964 POKER,3.4964 PKRDAC
gyzdonzug4ge,101.0670 POKER,101.0670 PKRDAC
gyzdqmjvgige,4.4034 POKER,4.4034 PKRDAC
gyzdqnrxgege,2.9440 POKER,2.9440 PKRDAC
gyzdqobuguge,1385.6736 POKER,1385.6736 PKRDAC
gyzdsmjtguge,1.5009 POKER,1.5009 PKRDAC
gyzdsojygige,36.0570 POKER,36.0570 PKRDAC
gyztanjvguge,2.3923 POKER,2.3923 PKRDAC
gyztcmbsgege,176.4802 POKER,176.4802 PKRDAC
gyztcnbvg4ge,5628.2390 POKER,5628.2390 PKRDAC
gyztcnzzgige,1.0292 POKER,1.0292 PKRDAC
gyztgmbqhege,5682.9069 POKER,5682.9069 PKRDAC
gyztgnbxgege,4.2886 POKER,4.2886 PKRDAC
gyztimzshage,2.6748 POKER,2.6748 PKRDAC
gyztkmrtgyge,49.9500 POKER,49.9500 PKRDAC
gyztmmjygmge,1.1353 POKER,1.1353 PKRDAC
gyztmmrugage,1303.4128 POKER,1303.4128 PKRDAC
gyztombvguge,22917.7888 POKER,22917.7888 PKRDAC
gyztomzuhage,50.5698 POKER,50.5698 PKRDAC
gzglfzgzglfz,170.9143 POKER,170.9143 PKRDAC
gzloveyz5225,2.3828 POKER,2.3828 PKRDAC
ha2dmmzsgmge,2.0000 POKER,2.0000 PKRDAC
ha2dmnrrgige,1.2446 POKER,1.2446 PKRDAC
ha2dmnrygmge,1840.5307 POKER,1840.5307 PKRDAC
ha2donjyhege,408.6226 POKER,408.6226 PKRDAC
ha2dqmjwhege,740.2677 POKER,740.2677 PKRDAC
ha2tanzshege,2.0580 POKER,2.0580 PKRDAC
ha2tcmbqguge,5.0001 POKER,5.0001 PKRDAC
ha2tcmzvguge,2475.5286 POKER,2475.5286 PKRDAC
ha2teobuhage,10.2871 POKER,10.2871 PKRDAC
ha2tgobzgege,389.8612 POKER,389.8612 PKRDAC
ha2tinzrgyge,2.3185 POKER,2.3185 PKRDAC
ha2tinzsgqge,1.0199 POKER,1.0199 PKRDAC
ha2tiojxgage,2.1573 POKER,2.1573 PKRDAC
ha2tomjygege,139.6228 POKER,139.6228 PKRDAC
ha2tonbqhage,82.9963 POKER,82.9963 PKRDAC
ha2tqmrwguge,52.6931 POKER,52.6931 PKRDAC
ha2tqmzrgene,1.2988 POKER,1.2988 PKRDAC
ha2tsnzuguge,52.9309 POKER,52.9309 PKRDAC
ha3damrshage,1.0047 POKER,1.0047 PKRDAC
ha3danjwgage,239.5323 POKER,239.5323 PKRDAC
ha3dimrwhage,2.3131 POKER,2.3131 PKRDAC
ha3dknjwhage,508.0333 POKER,508.0333 PKRDAC
ha3dmmzvhege,288.3177 POKER,288.3177 PKRDAC
ha3dqnrwgyge,12.0351 POKER,12.0351 PKRDAC
ha3dqobsgage,1.9239 POKER,1.9239 PKRDAC
ha3dsmmlgage,1481.1822 POKER,1481.1822 PKRDAC
ha3tanrvgege,1.2560 POKER,1.2560 PKRDAC
ha3tcmbtgege,1437.3681 POKER,1437.3681 PKRDAC
ha3teojrgqge,7.7204 POKER,7.7204 PKRDAC
ha3timbsgyge,2.1303 POKER,2.1303 PKRDAC
ha3tinjvgqge,1221.0995 POKER,1221.0995 PKRDAC
ha3tinrzgene,440.6350 POKER,440.6350 PKRDAC
ha3tiobygqge,4.0480 POKER,4.0480 PKRDAC
ha3tmojzgige,1.8620 POKER,1.8620 PKRDAC
ha3tqmbzhege,8.0000 POKER,8.0000 PKRDAC
ha3tsmzrgage,1.1680 POKER,1.1680 PKRDAC
ha4dcnagenes,1709.4272 POKER,1709.4272 PKRDAC
ha4dgmbugmge,50.2046 POKER,50.2046 PKRDAC
ha4dkmztgyge,1.0000 POKER,1.0000 PKRDAC
ha4domjugene,405.5423 POKER,405.5423 PKRDAC
ha4tamjsgene,12.6311 POKER,12.6311 PKRDAC
ha4tgnrxgene,76.3737 POKER,76.3737 PKRDAC
ha4tgnztgige,1.4400 POKER,1.4400 PKRDAC
ha4tgobvgege,13.7975 POKER,13.7975 PKRDAC
ha4tinbugige,55.9158 POKER,55.9158 PKRDAC
ha4tinzwhage,14.2650 POKER,14.2650 PKRDAC
ha4tkmjxgyge,39.3744 POKER,39.3744 PKRDAC
ha4tonzxhage,1.3801 POKER,1.3801 PKRDAC
ha4tqobygqge,1.3522 POKER,1.3522 PKRDAC
habitbreaker,40.1248 POKER,40.1248 PKRDAC
hacktheworld,2.4425 POKER,2.4425 PKRDAC
haige5555555,2.1219 POKER,2.1219 PKRDAC
handsomeman1,10.4802 POKER,10.4802 PKRDAC
hanhuiyaoeos,1.5714 POKER,1.5714 PKRDAC
hansanta1541,11.7870 POKER,11.7870 PKRDAC
haojiehaojie,505.7801 POKER,505.7801 PKRDAC
happyeachday,1.4162 POKER,1.4162 PKRDAC
happyeostree,9750.7190 POKER,9750.7190 PKRDAC
hashcrashykz,7.4400 POKER,7.4400 PKRDAC
haydamztguge,6410.7723 POKER,6410.7723 PKRDAC
haydanbvgege,21.3364 POKER,21.3364 PKRDAC
haydcmbsgmge,1.4375 POKER,1.4375 PKRDAC
haydinjwgage,19168.3982 POKER,19168.3982 PKRDAC
haydinzzgyge,5.8844 POKER,5.8844 PKRDAC
haydmobwgqge,499.8325 POKER,499.8325 PKRDAC
haydonjyguge,22.8529 POKER,22.8529 PKRDAC
haydsnbqgqge,453.5913 POKER,453.5913 PKRDAC
haydsojyhegg,3.0328 POKER,3.0328 PKRDAC
haystackseos,100.4029 POKER,100.4029 PKRDAC
haytanzqhege,8.7911 POKER,8.7911 PKRDAC
haytmnjwgyge,5.8120 POKER,5.8120 PKRDAC
haytomjsgyge,1998.7876 POKER,1998.7876 PKRDAC
haytonzsg4ge,1.3301 POKER,1.3301 PKRDAC
haytqnbwgmge,4.2797 POKER,4.2797 PKRDAC
haytqnjrgege,1.3547 POKER,1.3547 PKRDAC
haytqnrqhege,301.0977 POKER,301.0977 PKRDAC
haytqnzyg4ge,105467.7302 POKER,105467.7302 PKRDAC
haytsmzqguge,1.3661 POKER,1.3661 PKRDAC
haytsobzgege,3.8093 POKER,3.8093 PKRDAC
hazdgnzvgige,2.2269 POKER,2.2269 PKRDAC
hazdiojvgyge,25.4999 POKER,25.4999 PKRDAC
hazdqnbrgege,24.9120 POKER,24.9120 PKRDAC
hazdsmrzgyge,10.4569 POKER,10.4569 PKRDAC
haztanbxg4ge,3236.0332 POKER,3236.0332 PKRDAC
haztcmbyguge,1.7256 POKER,1.7256 PKRDAC
haztenzugqge,14.2230 POKER,14.2230 PKRDAC
haztimagenes,3172.8916 POKER,3172.8916 PKRDAC
haztkmruhege,26.4760 POKER,26.4760 PKRDAC
haztknzwgyge,19.8828 POKER,19.8828 PKRDAC
haztknzzgmge,109.4665 POKER,109.4665 PKRDAC
haztombug4ge,21.3572 POKER,21.3572 PKRDAC
hbfpxzh12345,1.5000 POKER,1.5000 PKRDAC
he2dkmrrgene,10081.1384 POKER,10081.1384 PKRDAC
he2tcoigenes,3.3000 POKER,3.3000 PKRDAC
he2tkmagenes,538.7412 POKER,538.7412 PKRDAC
healthplease,3.5582 POKER,3.5582 PKRDAC
heartvergil5,64.9365 POKER,64.9365 PKRDAC
hedyzhang233,62.5000 POKER,62.5000 PKRDAC
heibai111111,2.1562 POKER,2.1562 PKRDAC
heixueheixue,3.3942 POKER,3.3942 PKRDAC
heiyukuaidou,10.5078 POKER,10.5078 PKRDAC
hellodidieos,600.6603 POKER,600.6603 PKRDAC
hellodjxeos3,2.3756 POKER,2.3756 PKRDAC
hellokitty15,3.3341 POKER,3.3341 PKRDAC
henryhenry33,1.0000 POKER,1.0000 PKRDAC
herojie12345,4360.9544 POKER,4360.9544 PKRDAC
heydaojygmge,2.9000 POKER,2.9000 PKRDAC
heydenzwgege,1.9591 POKER,1.9591 PKRDAC
heydeojsgene,1.4708 POKER,1.4708 PKRDAC
heydimrrg4ge,8.9900 POKER,8.9900 PKRDAC
heydimzqgige,993.9091 POKER,993.9091 PKRDAC
heydknbtgage,30.3890 POKER,30.3890 PKRDAC
heydknrygage,3159.6745 POKER,3159.6745 PKRDAC
heydomjvhege,13622.1023 POKER,13622.1023 PKRDAC
heytamjxgige,1.0927 POKER,1.0927 PKRDAC
heytcnjuhege,270.3779 POKER,270.3779 PKRDAC
heytembugmge,1.1522 POKER,1.1522 PKRDAC
heytenbxgage,3.2400 POKER,3.2400 PKRDAC
heytenrsgage,2.6320 POKER,2.6320 PKRDAC
heytgmjsguge,2052.9777 POKER,2052.9777 PKRDAC
heytkmrtgige,5.2034 POKER,5.2034 PKRDAC
heytmmrzhege,2.6389 POKER,2.6389 PKRDAC
heytmnbsg4ge,23.0004 POKER,23.0004 PKRDAC
heytomzrhege,1.0960 POKER,1.0960 PKRDAC
heytonzqhege,1.5451 POKER,1.5451 PKRDAC
heytsnzxhege,100.4230 POKER,100.4230 PKRDAC
hezdamjsgene,2008.4570 POKER,2008.4570 PKRDAC
hezdcmjtgmge,2.1945 POKER,2.1945 PKRDAC
hezdemjqhage,11.2224 POKER,11.2224 PKRDAC
hezdgnzxgage,2.3219 POKER,2.3219 PKRDAC
hezdinjvguge,130.2024 POKER,130.2024 PKRDAC
hezdmnrxgqge,63.8588 POKER,63.8588 PKRDAC
hezdmojthege,3.9203 POKER,3.9203 PKRDAC
hezdombzgige,200.5749 POKER,200.5749 PKRDAC
hezdqmzvg4ge,35.2661 POKER,35.2661 PKRDAC
hezdsmzrgyge,1.2000 POKER,1.2000 PKRDAC
heztanbsgqge,106258.2519 POKER,106258.2519 PKRDAC
heztcmjwguge,7.1241 POKER,7.1241 PKRDAC
heztcnbugige,15461.6605 POKER,15461.6605 PKRDAC
hg1234512345,1.2017 POKER,1.2017 PKRDAC
hgkjtyrui512,1.0255 POKER,1.0255 PKRDAC
hhanhan12345,2.7820 POKER,2.7820 PKRDAC
hhfxuhao1234,3.3504 POKER,3.3504 PKRDAC
himyeosworld,4.2284 POKER,4.2284 PKRDAC
hironakamura,1.0000 POKER,1.0000 PKRDAC
hjxfsmc12345,1.1280 POKER,1.1280 PKRDAC
hm.pra,4.8800 POKER,4.8800 PKRDAC
hmmpolash321,7.9946 POKER,7.9946 PKRDAC
hntoldoobies,1.5938 POKER,1.5938 PKRDAC
hodlhodlhodl,460001.1904 POKER,460001.1904 PKRDAC
hohohohopb24,6.8455 POKER,6.8455 PKRDAC
hojaehojae12,40.0054 POKER,40.0054 PKRDAC
holdemgamble,5.3632 POKER,5.3632 PKRDAC
hollymollyzz,41.8961 POKER,41.8961 PKRDAC
holyfuknshit,1.7309 POKER,1.7309 PKRDAC
hqyxyjn521yu,26.0860 POKER,26.0860 PKRDAC
huangdou1111,3.1586 POKER,3.1586 PKRDAC
huangqiang55,4.3895 POKER,4.3895 PKRDAC
huangxiao123,2.0120 POKER,2.0120 PKRDAC
huangxiaoer1,8.5900 POKER,8.5900 PKRDAC
huangxiaomin,1.2900 POKER,1.2900 PKRDAC
huangxuelian,1.6607 POKER,1.6607 PKRDAC
huangzhangyg,8.5741 POKER,8.5741 PKRDAC
huangziyi131,1.3813 POKER,1.3813 PKRDAC
huanhuan5555,168.7711 POKER,168.7711 PKRDAC
hubeiyichang,1.1280 POKER,1.1280 PKRDAC
hudwangeosgo,1975.7582 POKER,1975.7582 PKRDAC
huggielee123,6.2757 POKER,6.2757 PKRDAC
huikooo12345,1.3100 POKER,1.3100 PKRDAC
humanactions,1.4380 POKER,1.4380 PKRDAC
huobideposiy,1.0000 POKER,1.0000 PKRDAC
hwj123333333,20.6066 POKER,20.6066 PKRDAC
iamblissssss,11.4023 POKER,11.4023 PKRDAC
iamgonnawin1,1.3015 POKER,1.3015 PKRDAC
iamnecokeine,8.5000 POKER,8.5000 PKRDAC
iamverysmart,15.4879 POKER,15.4879 PKRDAC
iamzhanjiang,524.4787 POKER,524.4787 PKRDAC
icocommunity,1.2171 POKER,1.2171 PKRDAC
icyblazek211,32.8994 POKER,32.8994 PKRDAC
idft11111111,210.6096 POKER,210.6096 PKRDAC
ieospokerair,50.0000 POKER,50.0000 PKRDAC
iguesscrypto,33.5548 POKER,33.5548 PKRDAC
ihatespences,1.4738 POKER,1.4738 PKRDAC
ihaveeosinme,5.0001 POKER,5.0001 PKRDAC
ikosjistudio,5.3650 POKER,5.3650 PKRDAC
illblowu4eos,65.5400 POKER,65.5400 PKRDAC
iloveeos2121,2.1620 POKER,2.1620 PKRDAC
ilovegooogle,3668.6989 POKER,3668.6989 PKRDAC
iloveyouoppo,7.3741 POKER,7.3741 PKRDAC
imikeecristo,50.7867 POKER,50.7867 PKRDAC
immeetone123,9.9900 POKER,9.9900 PKRDAC
imvcbbbfacai,130.4752 POKER,130.4752 PKRDAC
inbmanwallet,41.8371 POKER,41.8371 PKRDAC
indexholding,3777.9115 POKER,3777.9115 PKRDAC
ineedsomeeos,2.2250 POKER,2.2250 PKRDAC
inmathvtrust,6.7500 POKER,6.7500 PKRDAC
innohyun1eos,574.5625 POKER,574.5625 PKRDAC
investingwad,279.2477 POKER,279.2477 PKRDAC
iooooooooooq,1.0058 POKER,1.0058 PKRDAC
iphonexsucks,75.9059 POKER,75.9059 PKRDAC
iplayeosgame,43.0150 POKER,43.0150 PKRDAC
irvingcummer,1.3022 POKER,1.3022 PKRDAC
irvinglindka,1.1268 POKER,1.1268 PKRDAC
isaacvanegas,20.8446 POKER,20.8446 PKRDAC
isacschaefer,2.1350 POKER,2.1350 PKRDAC
itconsulting,76.9767 POKER,76.9767 PKRDAC
ithanksallah,3965.4369 POKER,3965.4369 PKRDAC
ivanivan1111,2076.7712 POKER,2076.7712 PKRDAC
ivcollegeeos,9.2377 POKER,9.2377 PKRDAC
ivoe12131415,1.7801 POKER,1.7801 PKRDAC
iwodfitness1,164.9481 POKER,164.9481 PKRDAC
j12345s12345,103.2412 POKER,103.2412 PKRDAC
jackaresli11,1.9407 POKER,1.9407 PKRDAC
jacketjacket,5.3176 POKER,5.3176 PKRDAC
jackhartmann,1.2143 POKER,1.2143 PKRDAC
jackiegegege,2.7592 POKER,2.7592 PKRDAC
jackieshushu,1.0484 POKER,1.0484 PKRDAC
jacksonjerry,21.5201 POKER,21.5201 PKRDAC
jacktalent22,1.0934 POKER,1.0934 PKRDAC
jaclynerdman,1.3788 POKER,1.3788 PKRDAC
jacquiebondi,2.8098 POKER,2.8098 PKRDAC
jaderozzoeos,14.6193 POKER,14.6193 PKRDAC
jakemore1234,5.0001 POKER,5.0001 PKRDAC
jakethasnake,5.9381 POKER,5.9381 PKRDAC
jamarwunschc,1.4324 POKER,1.4324 PKRDAC
james1yejing,8.2253 POKER,8.2253 PKRDAC
jamesraylake,933.2758 POKER,933.2758 PKRDAC
japaneosdapp,5.3052 POKER,5.3052 PKRDAC
jayyetowin11,54.9080 POKER,54.9080 PKRDAC
jd5555522222,2.0237 POKER,2.0237 PKRDAC
jdextestuser,24.0785 POKER,24.0785 PKRDAC
je1p5wdaboc5,1.3810 POKER,1.3810 PKRDAC
jeangodon123,3833.9216 POKER,3833.9216 PKRDAC
jeeeeeeeeeee,3.2565 POKER,3.2565 PKRDAC
jeffery52133,1.4283 POKER,1.4283 PKRDAC
jeffzhengzrj,1.5000 POKER,1.5000 PKRDAC
jejesoymichu,19.0038 POKER,19.0038 PKRDAC
jenkasjenkas,855.7722 POKER,855.7722 PKRDAC
jetrinlord22,7.7877 POKER,7.7877 PKRDAC
jewishprince,20000.0000 POKER,20000.0000 PKRDAC
jgyang111111,50.7883 POKER,50.7883 PKRDAC
jgyang111222,79.6945 POKER,79.6945 PKRDAC
jiang.x,6.6331 POKER,6.6331 PKRDAC
jiangchangyu,1.3861 POKER,1.3861 PKRDAC
jiangjiang21,1.4560 POKER,1.4560 PKRDAC
jiangqiping1,1257.4366 POKER,1257.4366 PKRDAC
jiangsh12345,4.8573 POKER,4.8573 PKRDAC
jiangxiaofan,1.3123 POKER,1.3123 PKRDAC
jianhuazhang,401.2041 POKER,401.2041 PKRDAC
jianying4321,1.1701 POKER,1.1701 PKRDAC
jianyun55555,1.2689 POKER,1.2689 PKRDAC
jiaxing55555,2.3591 POKER,2.3591 PKRDAC
jimmyeoslynx,150.9253 POKER,150.9253 PKRDAC
jingang55555,1.4480 POKER,1.4480 PKRDAC
jingduola111,2586.7866 POKER,2586.7866 PKRDAC
jinminxibaob,3.7434 POKER,3.7434 PKRDAC
jinyaoeos222,10.6130 POKER,10.6130 PKRDAC
jize12341234,4.1041 POKER,4.1041 PKRDAC
jizhuazhua11,2.0120 POKER,2.0120 PKRDAC
jkennyjkenny,4459.7427 POKER,4459.7427 PKRDAC
jmceoswallet,3.3652 POKER,3.3652 PKRDAC
joelbishop44,2.1322 POKER,2.1322 PKRDAC
joelrochelle,1.3190 POKER,1.3190 PKRDAC
johanfaberrr,463.9445 POKER,463.9445 PKRDAC
johnnymkool1,15.8817 POKER,15.8817 PKRDAC
johnohyunsoo,5.7020 POKER,5.7020 PKRDAC
johnsonya521,4017.6215 POKER,4017.6215 PKRDAC
jokejokejoke,8.9893 POKER,8.9893 PKRDAC
jollyjayxxvi,5.0001 POKER,5.0001 PKRDAC
